image,class,split
RAISE-1k/tiff/r159d3942t.TIF,0,test
RAISE-1k/tiff/r15a0b476t.TIF,0,test
RAISE-1k/tiff/r15ab6ac6t.TIF,0,test
RAISE-1k/tiff/r15c91802t.TIF,0,test
RAISE-1k/tiff/r15d1c836t.TIF,0,test
RAISE-1k/tiff/r15dcfacct.TIF,0,test
RAISE-1k/tiff/r15dfc1b8t.TIF,0,test
RAISE-1k/tiff/r15eef8b9t.TIF,0,test
RAISE-1k/tiff/r15efd876t.TIF,0,test
RAISE-1k/tiff/r15f07f9dt.TIF,0,test
RAISE-1k/tiff/r15f16465t.TIF,0,test
RAISE-1k/tiff/r1602555bt.TIF,0,test
RAISE-1k/tiff/r16113cc8t.TIF,0,test
RAISE-1k/tiff/r16144fa2t.TIF,0,test
RAISE-1k/tiff/r1618da9dt.TIF,0,test
RAISE-1k/tiff/r16192cf0t.TIF,0,test
RAISE-1k/tiff/r162b2209t.TIF,0,test
RAISE-1k/tiff/r163317d6t.TIF,0,test
RAISE-1k/tiff/r163967d4t.TIF,0,test
RAISE-1k/tiff/r1639a65ct.TIF,0,test
RAISE-1k/tiff/r16422663t.TIF,0,test
RAISE-1k/tiff/r1644d874t.TIF,0,test
RAISE-1k/tiff/r1645a09ct.TIF,0,test
RAISE-1k/tiff/r164c1e13t.TIF,0,test
RAISE-1k/tiff/r16509308t.TIF,0,test
RAISE-1k/tiff/r165355c0t.TIF,0,test
RAISE-1k/tiff/r1655a008t.TIF,0,test
RAISE-1k/tiff/r165fbf4ft.TIF,0,test
RAISE-1k/tiff/r1661f358t.TIF,0,test
RAISE-1k/tiff/r16654024t.TIF,0,test
RAISE-1k/tiff/r16698b6et.TIF,0,test
RAISE-1k/tiff/r1683028at.TIF,0,test
RAISE-1k/tiff/r1694427et.TIF,0,test
RAISE-1k/tiff/r169a9b07t.TIF,0,test
RAISE-1k/tiff/r169c7350t.TIF,0,test
RAISE-1k/tiff/r169f694ft.TIF,0,test
RAISE-1k/tiff/r16a02a12t.TIF,0,test
RAISE-1k/tiff/r16d46fa3t.TIF,0,test
RAISE-1k/tiff/r16d6c35dt.TIF,0,test
RAISE-1k/tiff/r16da5576t.TIF,0,test
RAISE-1k/tiff/r16dca6f2t.TIF,0,test
RAISE-1k/tiff/r16ea6386t.TIF,0,test
RAISE-1k/tiff/r170632f5t.TIF,0,test
RAISE-1k/tiff/r170b020bt.TIF,0,test
RAISE-1k/tiff/r170df29ct.TIF,0,test
RAISE-1k/tiff/r1717ae55t.TIF,0,test
RAISE-1k/tiff/r171d73aat.TIF,0,test
RAISE-1k/tiff/r171eeaf8t.TIF,0,test
RAISE-1k/tiff/r17217693t.TIF,0,test
RAISE-1k/tiff/r17228bbdt.TIF,0,test
RAISE-1k/tiff/r173ee7e8t.TIF,0,test
RAISE-1k/tiff/r1743fb6bt.TIF,0,test
RAISE-1k/tiff/r17492cd5t.TIF,0,test
RAISE-1k/tiff/r175da907t.TIF,0,test
RAISE-1k/tiff/r17754c77t.TIF,0,test
RAISE-1k/tiff/r177dd68et.TIF,0,test
RAISE-1k/tiff/r177fb9f1t.TIF,0,test
RAISE-1k/tiff/r179bb406t.TIF,0,test
RAISE-1k/tiff/r179ec4e8t.TIF,0,test
RAISE-1k/tiff/r179ed8d7t.TIF,0,test
RAISE-1k/tiff/r17ad56act.TIF,0,test
RAISE-1k/tiff/r17afaaa1t.TIF,0,test
RAISE-1k/tiff/r17b2f789t.TIF,0,test
RAISE-1k/tiff/r17b873bct.TIF,0,test
RAISE-1k/tiff/r17c76042t.TIF,0,test
RAISE-1k/tiff/r17d11b3at.TIF,0,test
RAISE-1k/tiff/r17f60607t.TIF,0,test
RAISE-1k/tiff/r17fe8532t.TIF,0,test
RAISE-1k/tiff/r1800ab47t.TIF,0,test
RAISE-1k/tiff/r180a7062t.TIF,0,test
RAISE-1k/tiff/r180bcbd7t.TIF,0,test
RAISE-1k/tiff/r1810ba7at.TIF,0,test
RAISE-1k/tiff/r181768b7t.TIF,0,test
RAISE-1k/tiff/r181d64eat.TIF,0,test
RAISE-1k/tiff/r181dd93dt.TIF,0,test
RAISE-1k/tiff/r1824034et.TIF,0,test
RAISE-1k/tiff/r1828d94at.TIF,0,test
RAISE-1k/tiff/r182ed662t.TIF,0,test
RAISE-1k/tiff/r18302db2t.TIF,0,test
RAISE-1k/tiff/r18393aeet.TIF,0,test
RAISE-1k/tiff/r184f08dat.TIF,0,test
RAISE-1k/tiff/r185929e9t.TIF,0,test
RAISE-1k/tiff/r1866b73at.TIF,0,test
RAISE-1k/tiff/r186c09e4t.TIF,0,test
RAISE-1k/tiff/r18791531t.TIF,0,test
RAISE-1k/tiff/r18798194t.TIF,0,test
RAISE-1k/tiff/r187df69ft.TIF,0,test
RAISE-1k/tiff/r1882b6e6t.TIF,0,test
RAISE-1k/tiff/r1889220ft.TIF,0,test
RAISE-1k/tiff/r188eb234t.TIF,0,test
RAISE-1k/tiff/r18990432t.TIF,0,test
RAISE-1k/tiff/r189be0d8t.TIF,0,test
RAISE-1k/tiff/r18ce12dct.TIF,0,test
RAISE-1k/tiff/r18d1abact.TIF,0,test
RAISE-1k/tiff/r18d72ab2t.TIF,0,test
RAISE-1k/tiff/r18d866e1t.TIF,0,test
RAISE-1k/tiff/r18d9feeat.TIF,0,test
RAISE-1k/tiff/r18e0516bt.TIF,0,test
RAISE-1k/tiff/r18ea00c8t.TIF,0,test
RAISE-1k/tiff/r18fafe10t.TIF,0,test
RAISE-1k/tiff/r1900f7c7t.TIF,0,test
RAISE-1k/tiff/r1904147dt.TIF,0,test
RAISE-1k/tiff/r191488c6t.TIF,0,test
RAISE-1k/tiff/r1915909et.TIF,0,test
RAISE-1k/tiff/r19183258t.TIF,0,test
RAISE-1k/tiff/r191f3cdet.TIF,0,test
RAISE-1k/tiff/r192ae577t.TIF,0,test
RAISE-1k/tiff/r1934e29ft.TIF,0,test
RAISE-1k/tiff/r193b12aet.TIF,0,test
RAISE-1k/tiff/r194c49f5t.TIF,0,test
RAISE-1k/tiff/r195a5f44t.TIF,0,test
RAISE-1k/tiff/r195f12adt.TIF,0,test
RAISE-1k/tiff/r197770adt.TIF,0,test
RAISE-1k/tiff/r19835fbft.TIF,0,test
RAISE-1k/tiff/r1986e42bt.TIF,0,test
RAISE-1k/tiff/r198ae140t.TIF,0,test
RAISE-1k/tiff/r198ea6a5t.TIF,0,test
RAISE-1k/tiff/r19924edft.TIF,0,test
RAISE-1k/tiff/r19b49f2ct.TIF,0,test
RAISE-1k/tiff/r19ba7288t.TIF,0,test
RAISE-1k/tiff/r19be5c05t.TIF,0,test
RAISE-1k/tiff/r19c9183at.TIF,0,test
RAISE-1k/tiff/r19d47beft.TIF,0,test
RAISE-1k/tiff/r19d72b0ct.TIF,0,test
RAISE-1k/tiff/r19d92967t.TIF,0,test
RAISE-1k/tiff/r19fe3107t.TIF,0,test
RAISE-1k/tiff/r1a020c3ft.TIF,0,test
RAISE-1k/tiff/r1a07dd25t.TIF,0,test
RAISE-1k/tiff/r1a0968bft.TIF,0,test
RAISE-1k/tiff/r1a0f5585t.TIF,0,test
RAISE-1k/tiff/r1a11b3c0t.TIF,0,test
RAISE-1k/tiff/r1a170ddbt.TIF,0,test
RAISE-1k/tiff/r1a1d24b2t.TIF,0,test
RAISE-1k/tiff/r1a1d7e72t.TIF,0,test
RAISE-1k/tiff/r1a2095b2t.TIF,0,test
RAISE-1k/tiff/r1a28d44bt.TIF,0,test
RAISE-1k/tiff/r1a2d8b02t.TIF,0,test
RAISE-1k/tiff/r1a343192t.TIF,0,test
RAISE-1k/tiff/r1a4651edt.TIF,0,test
RAISE-1k/tiff/r1a485a99t.TIF,0,test
RAISE-1k/tiff/r1a499b96t.TIF,0,test
RAISE-1k/tiff/r1a57cb29t.TIF,0,test
RAISE-1k/tiff/r1a5903fct.TIF,0,test
RAISE-1k/tiff/r1a60a2bdt.TIF,0,test
RAISE-1k/tiff/r1a711e27t.TIF,0,test
RAISE-1k/tiff/r1a7346d0t.TIF,0,test
RAISE-1k/tiff/r1a7b8c42t.TIF,0,test
RAISE-1k/tiff/r1a7bb1d6t.TIF,0,test
RAISE-1k/tiff/r1a7e4791t.TIF,0,test
RAISE-1k/tiff/r1a7feb2bt.TIF,0,test
RAISE-1k/tiff/r1a845144t.TIF,0,test
RAISE-1k/tiff/r1a877849t.TIF,0,test
RAISE-1k/tiff/r1a8d7a86t.TIF,0,test
RAISE-1k/tiff/r1a8ee526t.TIF,0,test
RAISE-1k/tiff/r1a8fe570t.TIF,0,test
RAISE-1k/tiff/r1a91c337t.TIF,0,test
RAISE-1k/tiff/r1a9783cdt.TIF,0,test
RAISE-1k/tiff/r1a9acd94t.TIF,0,test
RAISE-1k/tiff/r1a9de6e9t.TIF,0,test
RAISE-1k/tiff/r1aa43470t.TIF,0,test
RAISE-1k/tiff/r1aa4cc99t.TIF,0,test
RAISE-1k/tiff/r1aa4db16t.TIF,0,test
RAISE-1k/tiff/r1aa53167t.TIF,0,test
RAISE-1k/tiff/r1aa63558t.TIF,0,test
RAISE-1k/tiff/r1aa7459at.TIF,0,test
RAISE-1k/tiff/r1ab0bb20t.TIF,0,test
RAISE-1k/tiff/r1ab1679et.TIF,0,test
RAISE-1k/tiff/r1ad2de34t.TIF,0,test
RAISE-1k/tiff/r1ad3fa6dt.TIF,0,test
RAISE-1k/tiff/r1ad9cd64t.TIF,0,test
RAISE-1k/tiff/r1ae12b3ft.TIF,0,test
RAISE-1k/tiff/r1aef663et.TIF,0,test
RAISE-1k/tiff/r1af60295t.TIF,0,test
RAISE-1k/tiff/r1b09da9ct.TIF,0,test
RAISE-1k/tiff/r1b106abdt.TIF,0,test
RAISE-1k/tiff/r1b165d45t.TIF,0,test
RAISE-1k/tiff/r1b177fe1t.TIF,0,test
RAISE-1k/tiff/r1b17f0f0t.TIF,0,test
RAISE-1k/tiff/r1b1c1019t.TIF,0,test
RAISE-1k/tiff/r1b262b72t.TIF,0,test
RAISE-1k/tiff/r1b2765ebt.TIF,0,test
RAISE-1k/tiff/r1b32a6bct.TIF,0,test
RAISE-1k/tiff/r1b4e82c4t.TIF,0,test
RAISE-1k/tiff/r1b547547t.TIF,0,test
RAISE-1k/tiff/r1b57dbb2t.TIF,0,test
RAISE-1k/tiff/r1b61c7b1t.TIF,0,test
RAISE-1k/tiff/r1b6c1adbt.TIF,0,test
RAISE-1k/tiff/r1b790721t.TIF,0,test
RAISE-1k/tiff/r1b8b1b14t.TIF,0,test
RAISE-1k/tiff/r1b9e9917t.TIF,0,test
RAISE-1k/tiff/r1baf2ce0t.TIF,0,test
RAISE-1k/tiff/r1bc23d6et.TIF,0,test
RAISE-1k/tiff/r1bc355f2t.TIF,0,test
RAISE-1k/tiff/r1bc3a653t.TIF,0,test
RAISE-1k/tiff/r1bc3dd23t.TIF,0,test
RAISE-1k/tiff/r1bc4e4act.TIF,0,test
RAISE-1k/tiff/r1bc92a89t.TIF,0,test
RAISE-1k/tiff/r1bca2388t.TIF,0,test
RAISE-1k/tiff/r1bcfab73t.TIF,0,test
RAISE-1k/tiff/r1bd70210t.TIF,0,test
RAISE-1k/tiff/r1bdb6385t.TIF,0,test
RAISE-1k/tiff/r1bddecd6t.TIF,0,test
RAISE-1k/tiff/r1be2a3d5t.TIF,0,test
RAISE-1k/tiff/r1be4943bt.TIF,0,test
RAISE-1k/tiff/r1bf00696t.TIF,0,test
RAISE-1k/tiff/r1bf4e594t.TIF,0,test
RAISE-1k/tiff/r1bf7ff83t.TIF,0,test
RAISE-1k/tiff/r1bfbaab3t.TIF,0,test
RAISE-1k/tiff/r1c028de8t.TIF,0,test
RAISE-1k/tiff/r1c070921t.TIF,0,test
RAISE-1k/tiff/r1c09b002t.TIF,0,test
RAISE-1k/tiff/r1c146589t.TIF,0,test
RAISE-1k/tiff/r1c1e3ec9t.TIF,0,test
RAISE-1k/tiff/r1c1fef8ft.TIF,0,test
RAISE-1k/tiff/r1c23e440t.TIF,0,test
RAISE-1k/tiff/r1c243af7t.TIF,0,test
RAISE-1k/tiff/r1c24a571t.TIF,0,test
RAISE-1k/tiff/r1c2ac865t.TIF,0,test
RAISE-1k/tiff/r1c31a90bt.TIF,0,test
RAISE-1k/tiff/r1c402787t.TIF,0,test
RAISE-1k/tiff/r1c4ae120t.TIF,0,test
RAISE-1k/tiff/r1c4d4720t.TIF,0,test
RAISE-1k/tiff/r1c4deb71t.TIF,0,test
RAISE-1k/tiff/r1c4e6a62t.TIF,0,test
RAISE-1k/tiff/r1c56a2bct.TIF,0,test
RAISE-1k/tiff/r1c5a4928t.TIF,0,test
RAISE-1k/tiff/r1c5ec853t.TIF,0,test
RAISE-1k/tiff/r1c6377bat.TIF,0,test
RAISE-1k/tiff/r1c6b4a23t.TIF,0,test
RAISE-1k/tiff/r1c717a46t.TIF,0,test
RAISE-1k/tiff/r1c83ec1dt.TIF,0,test
RAISE-1k/tiff/r1c874ac4t.TIF,0,test
RAISE-1k/tiff/r1c99500bt.TIF,0,test
RAISE-1k/tiff/r1c9fc42at.TIF,0,test
RAISE-1k/tiff/r1c9fdcf4t.TIF,0,test
RAISE-1k/tiff/r1ca0784dt.TIF,0,test
RAISE-1k/tiff/r1ca254b2t.TIF,0,test
RAISE-1k/tiff/r1ca2ef38t.TIF,0,test
RAISE-1k/tiff/r1ca5a385t.TIF,0,test
RAISE-1k/tiff/r1ca6cc12t.TIF,0,test
RAISE-1k/tiff/r1cad9823t.TIF,0,test
RAISE-1k/tiff/r1cb7084et.TIF,0,test
RAISE-1k/tiff/r1cc04f4ft.TIF,0,test
RAISE-1k/tiff/r1cc0e4e1t.TIF,0,test
RAISE-1k/tiff/r1cd8d9a4t.TIF,0,test
RAISE-1k/tiff/r1cde4afbt.TIF,0,test
RAISE-1k/tiff/r1ceba29dt.TIF,0,test
RAISE-1k/tiff/r1ced1907t.TIF,0,test
RAISE-1k/tiff/r1cfc8ddat.TIF,0,test
RAISE-1k/tiff/r1cfe520bt.TIF,0,test
RAISE-1k/tiff/r1d00d8ect.TIF,0,test
RAISE-1k/tiff/r1d1445b6t.TIF,0,test
RAISE-1k/tiff/r1d16ad1et.TIF,0,test
RAISE-1k/tiff/r1d1cf607t.TIF,0,test
RAISE-1k/tiff/r1d1d501et.TIF,0,test
RAISE-1k/tiff/r1d2bb70at.TIF,0,test
RAISE-1k/tiff/r1d3bc675t.TIF,0,test
RAISE-1k/tiff/r1d431afft.TIF,0,test
RAISE-1k/tiff/r1d4377f7t.TIF,0,test
RAISE-1k/tiff/r1d47bfc2t.TIF,0,test
RAISE-1k/tiff/r1d527f65t.TIF,0,test
RAISE-1k/tiff/r1d53fccat.TIF,0,test
RAISE-1k/tiff/r1d679eaet.TIF,0,test
RAISE-1k/tiff/r1d6e15d3t.TIF,0,test
RAISE-1k/tiff/r1d79b6e7t.TIF,0,test
RAISE-1k/tiff/r1d93553ct.TIF,0,test
RAISE-1k/tiff/r1d99d1f3t.TIF,0,test
RAISE-1k/tiff/r1d9a31fct.TIF,0,test
RAISE-1k/tiff/r1d9eaf70t.TIF,0,test
RAISE-1k/tiff/r1da851e4t.TIF,0,test
RAISE-1k/tiff/r1db1c478t.TIF,0,test
RAISE-1k/tiff/r1db2847et.TIF,0,test
RAISE-1k/tiff/r1db351a2t.TIF,0,test
RAISE-1k/tiff/r1db5be20t.TIF,0,test
RAISE-1k/tiff/r1db61cf8t.TIF,0,test
RAISE-1k/tiff/r1dbe1b11t.TIF,0,test
RAISE-1k/tiff/r1dbef145t.TIF,0,test
RAISE-1k/tiff/r1dc4077at.TIF,0,test
RAISE-1k/tiff/r1dd998dft.TIF,0,test
RAISE-1k/tiff/r1dd9d6bft.TIF,0,test
RAISE-1k/tiff/r1ddc0c98t.TIF,0,test
RAISE-1k/tiff/r1de108dft.TIF,0,test
RAISE-1k/tiff/r1de76a54t.TIF,0,test
RAISE-1k/tiff/r1dea56e5t.TIF,0,test
RAISE-1k/tiff/r1df374c1t.TIF,0,test
RAISE-1k/tiff/r1e14f45ct.TIF,0,test
RAISE-1k/tiff/r1e251abet.TIF,0,test
RAISE-1k/tiff/r1e3303ebt.TIF,0,test
RAISE-1k/tiff/r1e367d35t.TIF,0,test
RAISE-1k/tiff/r1e3b4cdft.TIF,0,test
RAISE-1k/tiff/r1e504ebbt.TIF,0,test
RAISE-1k/tiff/r1e52a39dt.TIF,0,test
RAISE-1k/tiff/r1e56884ft.TIF,0,test
RAISE-1k/tiff/r1e5c27c1t.TIF,0,test
RAISE-1k/tiff/r1e698e5dt.TIF,0,test
RAISE-1k/tiff/r1e69b067t.TIF,0,test
RAISE-1k/tiff/r1e7987b3t.TIF,0,test
RAISE-1k/tiff/r1e79c6f9t.TIF,0,test
RAISE-1k/tiff/r1e8acc5ct.TIF,0,test
RAISE-1k/tiff/r1e8e493ct.TIF,0,test
RAISE-1k/tiff/r1e9082f9t.TIF,0,test
RAISE-1k/tiff/r1e9ae164t.TIF,0,test
RAISE-1k/tiff/r1e9c8a5dt.TIF,0,test
RAISE-1k/tiff/r1ea13eb4t.TIF,0,test
RAISE-1k/tiff/r1ea8ccbbt.TIF,0,test
RAISE-1k/tiff/r1eaa5d42t.TIF,0,test
RAISE-1k/tiff/r1ead3024t.TIF,0,test
RAISE-1k/tiff/r1ebee709t.TIF,0,test
RAISE-1k/tiff/r1ec70fd3t.TIF,0,test
RAISE-1k/tiff/r1ee65904t.TIF,0,test
RAISE-1k/tiff/r1ee6f90et.TIF,0,test
RAISE-1k/tiff/r1ef15cb3t.TIF,0,test
RAISE-1k/tiff/r1ef16e0dt.TIF,0,test
RAISE-1k/tiff/r1ef8b85ft.TIF,0,test
RAISE-1k/tiff/r1efcf847t.TIF,0,test
RAISE-1k/tiff/r1eff17eft.TIF,0,test
RAISE-1k/tiff/r1f06581bt.TIF,0,test
RAISE-1k/tiff/r1f1178cet.TIF,0,test
RAISE-1k/tiff/r1f11809bt.TIF,0,test
RAISE-1k/tiff/r1f16e2abt.TIF,0,test
RAISE-1k/tiff/r1f1a3258t.TIF,0,test
RAISE-1k/tiff/r1f1a9df4t.TIF,0,test
RAISE-1k/tiff/r1f20d8b5t.TIF,0,test
RAISE-1k/tiff/r1f23f4ddt.TIF,0,test
RAISE-1k/tiff/r1f2c2acft.TIF,0,test
RAISE-1k/tiff/r1f2f31e2t.TIF,0,test
RAISE-1k/tiff/r1f3e6681t.TIF,0,test
RAISE-1k/tiff/r1f40decct.TIF,0,test
RAISE-1k/tiff/r1f446078t.TIF,0,test
RAISE-1k/tiff/r1f48d12dt.TIF,0,test
RAISE-1k/tiff/r1f4a44a7t.TIF,0,test
RAISE-1k/tiff/r1f4f8a51t.TIF,0,test
RAISE-1k/tiff/r1f5ad4e0t.TIF,0,test
RAISE-1k/tiff/r1f5c8451t.TIF,0,test
